stateabbr,status_group,trial_count,population,trials_per_100k
HI,WITHDRAWN,2,1450589,0.13787502869524035
IA,ACTIVE_NOT_RECRUITING,15,3188836,0.4703910768694282
IA,COMPLETED,176,3188836,5.519255301934624
IA,ENROLLING_BY_INVITATION,1,3188836,0.03135940512462855
IA,NOT_YET_RECRUITING,1,3188836,0.03135940512462855
IA,RECRUITING,13,3188836,0.40767226662017114
IA,TERMINATED,21,3188836,0.6585475076171995
IA,UNKNOWN,1,3188836,0.03135940512462855
IA,WITHDRAWN,2,3188836,0.0627188102492571
ID,ACTIVE_NOT_RECRUITING,11,1854109,0.593276878543818
ID,COMPLETED,245,1854109,13.213894113021404
ID,NOT_YET_RECRUITING,2,1854109,0.10786852337160328
ID,RECRUITING,12,1854109,0.6472111402296197
ID,TERMINATED,25,1854109,1.3483565421450412
ID,UNKNOWN,2,1854109,0.10786852337160328
ID,WITHDRAWN,4,1854109,0.21573704674320657
IL,ACTIVE_NOT_RECRUITING,31,12757634,0.2429917647739385
IL,COMPLETED,503,12757634,3.9427373445577762
IL,ENROLLING_BY_INVITATION,2,12757634,0.015676888049931517
IL,NOT_YET_RECRUITING,4,12757634,0.031353776099863034
IL,NO_LONGER_AVAILABLE,1,12757634,0.007838444024965759
IL,RECRUITING,27,12757634,0.21163798867407546
IL,SUSPENDED,2,12757634,0.015676888049931517
IL,TERMINATED,55,12757634,0.4311144213731167
IL,UNKNOWN,5,12757634,0.039192220124828786
IL,WITHDRAWN,7,12757634,0.0548691081747603
IN,ACTIVE_NOT_RECRUITING,22,6784403,0.3242731895496184
IN,COMPLETED,366,6784403,5.394726698870925
IN,ENROLLING_BY_INVITATION,1,6784403,0.014739690434073565
IN,NOT_YET_RECRUITING,4,6784403,0.05895876173629426
IN,RECRUITING,14,6784403,0.2063556660770299
IN,SUSPENDED,1,6784403,0.014739690434073565
IN,TERMINATED,39,6784403,0.5748479269288691
IN,UNKNOWN,4,6784403,0.05895876173629426
IN,WITHDRAWN,4,6784403,0.05895876173629426
KS,ACTIVE_NOT_RECRUITING,14,2935922,0.4768519054661534
KS,COMPLETED,287,2935922,9.775464062056145
KS,RECRUITING,6,2935922,0.20436510234263716
KS,TERMINATED,39,2935922,1.3283731652271416
KS,UNKNOWN,3,2935922,0.10218255117131858
KS,WITHDRAWN,2,2935922,0.06812170078087905
KY,ACTIVE_NOT_RECRUITING,12,4502935,0.2664928541051559
KY,COMPLETED,299,4502935,6.6401136147868005
KY,NOT_YET_RECRUITING,1,4502935,0.02220773784209632
KY,RECRUITING,14,4502935,0.3109083297893485
KY,SUSPENDED,2,4502935,0.04441547568419264
KY,TERMINATED,29,4502935,0.6440243974207933
KY,UNKNOWN,3,4502935,0.06662321352628897
KY,WITHDRAWN,2,4502935,0.04441547568419264
LA,ACTIVE_NOT_RECRUITING,16,4640546,0.3447870142866809
LA,COMPLETED,359,4640546,7.7361586330574035
LA,ENROLLING_BY_INVITATION,1,4640546,0.021549188392917557
LA,NOT_YET_RECRUITING,3,4640546,0.06464756517875267
LA,NO_LONGER_AVAILABLE,1,4640546,0.021549188392917557
LA,RECRUITING,14,4640546,0.3016886375008458
LA,SUSPENDED,1,4640546,0.021549188392917557
LA,TERMINATED,38,4640546,0.8188691589308672
LA,UNKNOWN,4,4640546,0.08619675357167023
LA,WITHDRAWN,3,4640546,0.06464756517875267
MA,ACTIVE_NOT_RECRUITING,37,6984205,0.5297668095366617
MA,COMPLETED,355,6984205,5.082897767176078
MA,ENROLLING_BY_INVITATION,3,6984205,0.0429540656381077
MA,NOT_YET_RECRUITING,6,6984205,0.0859081312762154
MA,RECRUITING,34,6984205,0.48681274389855395
MA,SUSPENDED,1,6984205,0.014318021879369234
MA,TERMINATED,40,6984205,0.5727208751747693
MA,UNKNOWN,14,6984205,0.20045230631116928
MA,WITHDRAWN,10,6984205,0.14318021879369233
MD,ACTIVE_NOT_RECRUITING,21,6161707,0.3408146476293014
MD,COMPLETED,408,6161707,6.621541725369285
MD,ENROLLING_BY_INVITATION,1,6161707,0.01622926893472864
MD,NOT_YET_RECRUITING,5,6161707,0.08114634467364319
MD,NO_LONGER_AVAILABLE,1,6161707,0.01622926893472864
MD,RECRUITING,22,6161707,0.35704391656403006
MD,TERMINATED,51,6161707,0.8276927156711607
MD,UNKNOWN,5,6161707,0.08114634467364319
MD,WITHDRAWN,5,6161707,0.08114634467364319
ME,ACTIVE_NOT_RECRUITING,1,1366949,0.07315561882703744
ME,COMPLETED,76,1366949,5.559827030854845
ME,RECRUITING,1,1366949,0.07315561882703744
ME,TERMINATED,6,1366949,0.4389337129622246
ME,WITHDRAWN,1,1366949,0.07315561882703744
MI,ACTIVE_NOT_RECRUITING,18,10057921,0.1789634259406094
MI,COMPLETED,376,10057921,3.738347119648285
MI,NOT_YET_RECRUITING,3,10057921,0.029827237656768233
MI,RECRUITING,26,10057921,0.258502726358658
MI,SUSPENDED,1,10057921,0.009942412552256077
MI,TERMINATED,37,10057921,0.3678692644334749
MI,UNKNOWN,5,10057921,0.04971206276128039
MI,WITHDRAWN,6,10057921,0.059654475313536466
MN,ACTIVE_NOT_RECRUITING,18,5695292,0.31605052032450665
MN,COMPLETED,287,5695292,5.039249962951856
MN,NOT_YET_RECRUITING,3,5695292,0.05267508672075111
MN,RECRUITING,20,5695292,0.3511672448050074
MN,SUSPENDED,2,5695292,0.03511672448050074
MN,TERMINATED,25,5695292,0.43895905600625923
MN,UNKNOWN,1,5695292,0.01755836224025037
MN,WITHDRAWN,2,5695292,0.03511672448050074
MO,ACTIVE_NOT_RECRUITING,25,6154422,0.40621198871315617
MO,COMPLETED,407,6154422,6.6131311762501825
MO,ENROLLING_BY_INVITATION,1,6154422,0.016248479548526245
MO,NOT_YET_RECRUITING,1,6154422,0.016248479548526245
MO,RECRUITING,23,6154422,0.3737150296161037
MO,SUSPENDED,1,6154422,0.016248479548526245
MO,TERMINATED,48,6154422,0.7799270183292598
MO,UNKNOWN,2,6154422,0.03249695909705249
MO,WITHDRAWN,5,6154422,0.08124239774263123
MS,ACTIVE_NOT_RECRUITING,12,2958846,0.4055635203724695
MS,COMPLETED,151,2958846,5.103340964686908
MS,RECRUITING,4,2958846,0.13518784012415652
MS,TERMINATED,15,2958846,0.5069544004655869
MS,UNKNOWN,1,2958846,0.03379696003103913
MT,ACTIVE_NOT_RECRUITING,6,1091840,0.5495310668229777
MT,COMPLETED,153,1091840,14.013042203985933
MT,RECRUITING,8,1091840,0.7327080890973037
MT,TERMINATED,15,1091840,1.3738276670574443
NC,ACTIVE_NOT_RECRUITING,34,10470214,0.32473070750989425
NC,COMPLETED,602,10470214,5.749643703557539
NC,ENROLLING_BY_INVITATION,1,10470214,0.009550903162055714
NC,NOT_YET_RECRUITING,5,10470214,0.04775451581027857
NC,NO_LONGER_AVAILABLE,1,10470214,0.009550903162055714
NC,RECRUITING,37,10470214,0.3533834169960614
NC,SUSPENDED,3,10470214,0.02865270948616714
NC,TERMINATED,75,10470214,0.7163177371541785
NC,UNKNOWN,6,10470214,0.05730541897233428
NC,WITHDRAWN,9,10470214,0.08595812845850143
ND,ACTIVE_NOT_RECRUITING,7,776874,0.901047016633328
ND,COMPLETED,104,776874,13.38698424712373
ND,RECRUITING,4,776874,0.5148840095047588
ND,TERMINATED,3,776874,0.3861630071285691
ND,WITHDRAWN,1,776874,0.1287210023761897
NE,ACTIVE_NOT_RECRUITING,3,1958939,0.1531441254679191
NE,COMPLETED,236,1958939,12.04733787014297
NE,ENROLLING_BY_INVITATION,1,1958939,0.0510480418226397
NE,RECRUITING,7,1958939,0.35733629275847795
NE,SUSPENDED,1,1958939,0.0510480418226397
NE,TERMINATED,33,1958939,1.6845853801471102
NE,UNKNOWN,2,1958939,0.1020960836452794
NH,ACTIVE_NOT_RECRUITING,2,1379610,0.1449685055921601
NH,COMPLETED,82,1379610,5.943708729278565
NH,NO_LONGER_AVAILABLE,1,1379610,0.07248425279608005
NH,RECRUITING,2,1379610,0.1449685055921601
NH,SUSPENDED,1,1379610,0.07248425279608005
NH,TERMINATED,10,1379610,0.7248425279608005
NJ,ACTIVE_NOT_RECRUITING,8,9249063,0.08649524822136037
NJ,COMPLETED,360,9249063,3.8922861699612166
NJ,NOT_YET_RECRUITING,1,9249063,0.010811906027670046
NJ,RECRUITING,14,9249063,0.15136668438738066
NJ,SUSPENDED,1,9249063,0.010811906027670046
NJ,TERMINATED,46,9249063,0.49734767727282214
NJ,UNKNOWN,6,9249063,0.06487143616602027
NJ,WITHDRAWN,1,9249063,0.010811906027670046
NM,ACTIVE_NOT_RECRUITING,8,2112463,0.3787048577892252
NM,COMPLETED,127,2112463,6.01193961740395
NM,ENROLLING_BY_INVITATION,1,2112463,0.04733810722365315
NM,NOT_YET_RECRUITING,1,2112463,0.04733810722365315
NM,RECRUITING,7,2112463,0.331366750565572
NM,SUSPENDED,1,2112463,0.04733810722365315
NM,TERMINATED,24,2112463,1.1361145733676756
NM,UNKNOWN,2,2112463,0.0946762144473063
NM,WITHDRAWN,2,2112463,0.0946762144473063
NV,ACTIVE_NOT_RECRUITING,18,3104817,0.5797443134329656
NV,COMPLETED,311,3104817,10.016693415425127
NV,NOT_YET_RECRUITING,1,3104817,0.03220801741294253
NV,RECRUITING,11,3104817,0.3542881915423679
NV,SUSPENDED,1,3104817,0.03220801741294253
NV,TERMINATED,39,3104817,1.2561126791047588
NV,UNKNOWN,3,3104817,0.0966240522388276
NV,WITHDRAWN,1,3104817,0.03220801741294253
NY,ACTIVE_NOT_RECRUITING,38,19994379,0.19005341451214863
NY,COMPLETED,596,19994379,2.9808377644536996
NY,ENROLLING_BY_INVITATION,4,19994379,0.020005622580226173
NY,NOT_YET_RECRUITING,8,19994379,0.04001124516045235
NY,NO_LONGER_AVAILABLE,1,19994379,0.005001405645056543
NY,RECRUITING,41,19994379,0.20505763144731826
NY,SUSPENDED,1,19994379,0.005001405645056543
NY,TERMINATED,75,19994379,0.37510542337924074
NY,UNKNOWN,13,19994379,0.06501827338573506
NY,WITHDRAWN,13,19994379,0.06501827338573506
OH,ACTIVE_NOT_RECRUITING,27,11774683,0.22930553629341868
OH,COMPLETED,569,11774683,4.832401857442786
OH,ENROLLING_BY_INVITATION,1,11774683,0.008492797640496989
OH,NOT_YET_RECRUITING,3,11774683,0.025478392921490966
OH,RECRUITING,31,11774683,0.26327672685540665
OH,SUSPENDED,2,11774683,0.016985595280993977
OH,TERMINATED,68,11774683,0.5775102395537952
OH,UNKNOWN,7,11774683,0.05944958348347892
OH,WITHDRAWN,10,11774683,0.08492797640496988
OK,ACTIVE_NOT_RECRUITING,16,3970497,0.40297222236913915
OK,COMPLETED,266,3970497,6.699413196886939
OK,NOT_YET_RECRUITING,1,3970497,0.025185763898071197
OK,RECRUITING,8,3970497,0.20148611118456958
OK,TERMINATED,38,3970497,0.9570590281267055
OK,UNKNOWN,1,3970497,0.025185763898071197
OK,WITHDRAWN,2,3970497,0.050371527796142394
OR,ACTIVE_NOT_RECRUITING,9,4229374,0.21279744945705914
OR,COMPLETED,280,4229374,6.6203650942196175
OR,NOT_YET_RECRUITING,1,4229374,0.02364416105078435
OR,RECRUITING,9,4229374,0.21279744945705914
OR,SUSPENDED,2,4229374,0.0472883221015687
OR,TERMINATED,35,4229374,0.8275456367774522
OR,UNKNOWN,3,4229374,0.07093248315235304
OR,WITHDRAWN,1,4229374,0.02364416105078435
PA,ACTIVE_NOT_RECRUITING,21,12989208,0.16167267473120764
PA,COMPLETED,509,12989208,3.918637687532604
PA,ENROLLING_BY_INVITATION,4,12989208,0.030794795186896692
PA,NOT_YET_RECRUITING,4,12989208,0.030794795186896692
PA,RECRUITING,32,12989208,0.24635836149517354
PA,SUSPENDED,2,12989208,0.015397397593448346
PA,TERMINATED,64,12989208,0.4927167229903471
PA,UNKNOWN,9,12989208,0.06928828917051756
PA,WITHDRAWN,6,12989208,0.04619219278034504
RI,ACTIVE_NOT_RECRUITING,7,1094250,0.6397075622572538
RI,COMPLETED,86,1094250,7.859264336303404
RI,NOT_YET_RECRUITING,1,1094250,0.09138679460817911
RI,NO_LONGER_AVAILABLE,1,1094250,0.09138679460817911
RI,RECRUITING,2,1094250,0.18277358921635822
RI,SUSPENDED,1,1094250,0.09138679460817911
RI,TERMINATED,14,1094250,1.2794151245145076
RI,UNKNOWN,1,1094250,0.09138679460817911
SC,ACTIVE_NOT_RECRUITING,18,5142750,0.35000729181857954
SC,COMPLETED,429,5142750,8.34184045500948
SC,NOT_YET_RECRUITING,2,5142750,0.038889699090953286
SC,RECRUITING,13,5142750,0.25278304409119634
SC,SUSPENDED,1,5142750,0.019444849545476643
SC,TERMINATED,49,5142750,0.9527976277283554
SC,UNKNOWN,3,5142750,0.05833454863642992
SC,WITHDRAWN,2,5142750,0.038889699090953286
SD,ACTIVE_NOT_RECRUITING,2,890342,0.22463278156034422
SD,COMPLETED,60,890342,6.738983446810327
SD,NOT_YET_RECRUITING,1,890342,0.11231639078017211
SD,RECRUITING,3,890342,0.33694917234051636
SD,TERMINATED,3,890342,0.33694917234051636
SD,UNKNOWN,1,890342,0.11231639078017211
SD,WITHDRAWN,1,890342,0.11231639078017211
TN,ACTIVE_NOT_RECRUITING,25,6923772,0.3610748591952479
TN,COMPLETED,487,6923772,7.033738257123429
TN,ENROLLING_BY_INVITATION,4,6923772,0.05777197747123967
TN,NOT_YET_RECRUITING,2,6923772,0.028885988735619834
TN,RECRUITING,20,6923772,0.28885988735619833
TN,SUSPENDED,1,6923772,0.014442994367809917
TN,TERMINATED,53,6923772,0.7654787014939256
TN,UNKNOWN,4,6923772,0.05777197747123967
TN,WITHDRAWN,2,6923772,0.028885988735619834
TX,ACTIVE_NOT_RECRUITING,41,29243342,0.14020285369572327
TX,COMPLETED,938,29243342,3.2075677260143522
TX,ENROLLING_BY_INVITATION,2,29243342,0.006839163594913331
TX,NOT_YET_RECRUITING,10,29243342,0.03419581797456665
TX,RECRUITING,65,29243342,0.22227281683468325
TX,SUSPENDED,3,29243342,0.010258745392369997
TX,TERMINATED,106,29243342,0.3624756705304065
TX,UNKNOWN,14,29243342,0.04787414516439332
TX,WITHDRAWN,16,29243342,0.05471330875930665
UT,ACTIVE_NOT_RECRUITING,16,3283809,0.4872390568391767
UT,COMPLETED,292,3283809,8.892112787314975
UT,RECRUITING,16,3283809,0.4872390568391767
UT,TERMINATED,30,3283809,0.9135732315734563
UT,UNKNOWN,3,3283809,0.09135732315734563
UT,WITHDRAWN,2,3283809,0.060904882104897085
VA,ACTIVE_NOT_RECRUITING,19,8624511,0.2203023452576036
VA,COMPLETED,426,8624511,4.939410477881006
VA,NOT_YET_RECRUITING,4,8624511,0.046379441106863914
VA,NO_LONGER_AVAILABLE,1,8624511,0.011594860276715978
VA,RECRUITING,14,8624511,0.1623280438740237
VA,SUSPENDED,1,8624511,0.011594860276715978
VA,TERMINATED,54,8624511,0.6261224549426628
VA,UNKNOWN,7,8624511,0.08116402193701185
VA,WITHDRAWN,3,8624511,0.03478458083014793
VT,ACTIVE_NOT_RECRUITING,1,643816,0.15532388135740646
VT,COMPLETED,61,643816,9.474756762801794
VT,TERMINATED,5,643816,0.7766194067870323
VT,UNKNOWN,2,643816,0.3106477627148129
WA,ACTIVE_NOT_RECRUITING,20,7688549,0.2601271059077597
WA,COMPLETED,439,7688549,5.709789974675326
WA,ENROLLING_BY_INVITATION,3,7688549,0.03901906588616395
WA,NOT_YET_RECRUITING,2,7688549,0.02601271059077597
WA,RECRUITING,13,7688549,0.1690826188400438
WA,SUSPENDED,2,7688549,0.02601271059077597
WA,TERMINATED,37,7688549,0.48123514592935546
WA,UNKNOWN,4,7688549,0.05202542118155194
WA,WITHDRAWN,4,7688549,0.05202542118155194
WI,ACTIVE_NOT_RECRUITING,6,5882128,0.10200390062916007
WI,COMPLETED,177,5882128,3.009115068560222
WI,NOT_YET_RECRUITING,1,5882128,0.01700065010486001
WI,RECRUITING,12,5882128,0.20400780125832013
WI,TERMINATED,24,5882128,0.40801560251664026
WI,WITHDRAWN,1,5882128,0.01700065010486001
WV,ACTIVE_NOT_RECRUITING,3,1792967,0.16732042474847558
WV,COMPLETED,46,1792967,2.565579846143292
WV,ENROLLING_BY_INVITATION,1,1792967,0.05577347491615852
WV,NOT_YET_RECRUITING,1,1792967,0.05577347491615852
WV,RECRUITING,6,1792967,0.33464084949695116
WV,SUSPENDED,1,1792967,0.05577347491615852
WV,TERMINATED,10,1792967,0.5577347491615853
WV,UNKNOWN,1,1792967,0.05577347491615852
WY,RECRUITING,1,577929,0.1730316353738954
